Name,Position,Minutes,Minutes/Game,Points/32,Assists/32,Rebounds/32,Steals/32,turnsover/32,Fouls/32
"Solomon Mathis - Jr
Kentucky Country Day (Louisville, KY)",PG,792,29.3,18.3,2.7,3.1,2.2,3.1,
"Tevin Richards - Sr
Wes-Del (Gaston, IN)","PG, SG",663,26.5,18.3,4.1,5.6,2.7,5.2,
"Yassine Gharram - Fr
Point Loma (San Diego, CA)","PG, G",639,27.8,18.3,7.1,10.1,2.7,6.9,2.5
"Rashad Smith - Jr
Hamilton (Chandler, AZ)","SG, SF",718,26.6,18.3,3.0,,3.3,4.2,3.1
"Ilan Gibson - Sr
Rocky Mountain Lutheran (Denver, CO)",,469,23.5,18.2,1.3,17.1,3.4,2.8,3.1
"Tristan Etchison - Sr
Quinton (OK)","SG, PG",687,27.5,18.2,5.5,8.1,3.9,5.0,2.6
"Davis Carter - Sr
Paradise Adventist Academy (Paradise, CA)",G,686,27.4,18.2,2.5,7.9,1.9,4.3,1.8
"Jay Stewart - Sr
Harnett Central (Angier, NC)",F,638,25.5,18.1,0.8,6.6,1.3,2.8,1.8
"Stephen Dawson - Jr
Ravenswood (WV)",F,604,24.2,18.1,3.0,9.4,0.8,1.9,3.1
"Brandon Youngs - Jr
South Range (Canfield, OH)","SG, SF",512,21.3,18.1,1.9,5.1,1.9,1.7,1.8
"Hunter Sipe - Sr
Olympia (WA)",G,528,24.0,18.1,2.3,8.0,2.1,2.8,3.0
"Josh Bunch - Jr
Bethel Assembly Christian Academy (Windsor, NC)",G,656,25.2,18.0,6.5,6.5,4.5,5.0,2.7
"Adam Steinke - Sr
LaVille (Lakeville, IN)",,555,26.4,18.0,3.8,,,1.9,1.8
"Chris Armstrong jr. - Jr
Foley (AL)","SG, SF",710,27.3,18.0,1.2,3.2,2.0,2.8,
"Sam Foster - Sr
Broomfield (CO)",G,681,27.2,18.0,2.9,3.9,1.8,2.8,2.6
"Jacob Eyman - Jr
Los Alamitos (CA)",F,715,24.7,18.0,1.7,12.9,0.6,3.4,3.2
Name,none,none,none,none,none,none,none,none,none
"James Chun - Jr
Archbishop Riordan (San Francisco, CA)",G,566,24.6,18.0,1.9,4.6,0.8,4.1,2.5
"Donovan Grant - So
Campbell (Smyrna, GA)","W, G",718,24.8,18.0,,6.8,,,
"Jordan Garner - Jr
Spanaway Lake (Spanaway, WA)",G,647,25.9,18.0,1.4,6.2,2.0,3.0,2.4
"Reed Crawley - Jr
CHAAMP HomeSchool (Mt. Pleasant, TX)","PG, W",668,27.8,17.9,,,3.0,3.5,2.6
"Marcos Aguirre - Sr
Southwestern Heights (Kismet, KS)","SF, SG",535,25.5,17.9,,6.0,,,
"Nick Ferrarini - Jr
Millard North (Omaha, NE)",SG,700,30.4,17.9,1.6,4.1,1.1,2.4,2.5
"Matt Solomon - So
Newbury Park (CA)","SG, G",545,22.7,17.8,1.8,3.5,1.6,2.2,
"Stephen Worden - Jr
Veritas School (Richmond, VA)","C, F",572,24.9,17.8,1.5,10.9,1.9,3.1,2.9
"Isaac Camarena - Sr
Wakefield (NE)","PG, SG",643,26.8,17.8,3.3,6.3,2.4,3.9,3.3
"Jack Townsend - Fr
Bloomington North (Bloomington, IN)",SG,400,18.2,17.8,0.8,1.6,0.5,1.9,2.6
"Kemori Booth - Jr
Cummings (Burlington, NC)",F,649,25.0,17.8,1.5,7.1,1.8,1.8,2.8
"Darnell Johnson - Sr
Point Loma (San Diego, CA)","PG, G",603,23.2,17.7,4.5,11.6,2.2,4.8,3.0
"Mitchell Wirts - Fr
Indianapolis HomeSchool Wildcats (Indianapolis, IN)",F,502,20.9,17.7,0.9,9.3,1.3,1.8,3.3
"Logan Roth - Sr
Columbus Christian (Columbus, IN)","F, SF",888,27.8,17.7,1.0,8.9,1.1,1.4,2.1
"Ryan Boyce - Sr
Le Roy (NY)",,523,22.7,17.7,1.9,6.5,2.1,2.8,2.1
"Beau Bateman - Sr
Tabiona (UT)",G,552,24.0,17.6,1.7,4.5,0.8,3.7,3.8
"Jevon Berry - Jr
Cecilia (LA)",F,790,28.2,17.6,,,,,
"Justin Freeman - Sr
Zebulon B. Vance (Charlotte, NC)","G, F",665,23.8,17.6,3.8,9.3,3.9,4.1,2.8
"Payton Hart - Jr
Austin Royals HomeSchool (Austin, TX)","G, W",1023,25.0,17.5,3.4,,1.6,,2.6
"Collin Baumgartner - Sr
Southwestern (Piasa, IL)","C, PF",821,28.3,17.5,1.6,8.7,1.0,1.6,1.3
"Ryan Skillingstad - Sr
Hill City (SD)",C,520,24.8,17.5,2.5,10.2,1.4,2.5,3.3
"Julian Hymes - Jr
New Buffalo (MI)","SF, PG",491,24.6,17.5,3.3,7.8,2.3,4.4,3.1
"Tristin Moore - So
Silver (Silver City, NM)","PG, SG",860,29.7,17.5,2.8,2.6,1.5,1.7,2.3
"Xavier Gramzow - Jr
Dora (NM)",P,630,22.5,17.5,1.4,14.8,,2.2,
"Payton Mills - Sr
Castle (Newburgh, IN)","C, F",652,23.3,17.5,,8.5,,,
"MALIK DUNN - Sr
Central (Fort Pierce, FL)",PG,663,26.5,17.5,4.8,3.3,3.8,2.4,
"CALVIN BRYANT - Sr
Central (Fort Pierce, FL)","SG, PG",652,25.1,17.5,4.3,4.7,4.0,3.1,
"Jonathan Patito - Sr
Lake Havasu (Lake Havasu City, AZ)",SF,596,22.9,17.5,1.7,,1.2,4.8,2.7
"Cutrell Haywood - Sr
Stagg (Stockton, CA)",F,644,23.0,17.4,3.8,9.1,3.8,3.8,4.1
"Curtis Jones - Jr
Andrean (Merrillville, IN)",,578,24.1,17.4,1.8,6.0,1.0,1.8,2.5
"Justin Williams - Sr
Pike (Indianapolis, IN)",G,645,26.9,17.4,2.4,3.6,2.0,2.2,2.9
"Beon Riley - Fr
Mater Dei Catholic (Chula Vista, CA)",G,822,28.3,17.4,2.8,6.4,2.8,2.5,2.9
"John Kirkpatrick - Jr
Hargrave Military Academy (Chatham, VA)","SG, PG",527,18.2,17.4,3.8,5.1,2.4,1.8,2.4
"Silas Elliot - So
Hoops for Christ (Oklahoma City, OK)",G,677,23.3,17.3,3.1,7.0,,4.8,3.2
"Sean Elmore - Jr
Mountain Brook (Birmingham, AL)",G,839,23.3,17.3,2.6,6.0,2.7,1.8,2.9
"Isiah Roblee - Jr
Belfry (KY)","G, PG",840,26.3,17.3,,,,,
"Jaxon Heintz - Jr
New Athens (IL)",F,611,25.5,17.3,0.4,8.8,0.5,2.1,3.6
"Ernest Myles - Sr
Indianapolis Arsenal Technical (Indianapolis, IN)","PF, C",611,27.8,17.3,1.5,12.3,,,
"Semaj Mccowan - Sr
Franklinton (NC)","SG, SF",439,20.9,17.2,3.9,,2.3,2.5,2.8
"Jackeem Herbin - So
Cummings (Burlington, NC)",F,548,22.8,17.2,0.9,8.6,1.9,2.6,4.3
"Kam Langley - Sr
Southwest Guilford (High Point, NC)",PG,759,24.5,17.2,9.4,8.7,4.2,2.4,2.0
"Isiah James - Sr
Pike (Indianapolis, IN)",W,621,25.9,17.2,2.5,10.3,1.8,3.1,3.6
"Isaiah Morgan - Jr
Ravenswood (WV)",G,752,27.9,17.1,2.6,7.6,2.1,1.6,2.0
"Kyle Luedtke - Jr
Creighton Prep (Omaha, NE)",,603,26.2,17.1,1.6,3.5,0.4,1.1,2.4
"JT McCarren - Jr
East Clinton (Lees Creek, OH)","W, SG",669,29.1,17.1,1.3,6.8,2.3,3.1,2.3
"Johnathan Pearsall - Sr
Crossroads Christian (Henderson, NC)","SF, PF",602,25.1,17.1,,10.3,,,
"Brandon Thomas - Jr
Blackman (Murfreesboro, TN)","PF, C",782,25.2,17.1,1.6,7.4,0.2,1.0,1.7
"Daeshawn Wayne - So
Lakes (Lakewood, WA)",G,652,29.6,17.1,3.5,4.9,1.7,2.6,0.9
"Lain Isley - Sr
Columbus Christian (Columbus, IN)","SG, W",432,21.6,17.0,1.4,4.6,2.1,1.9,2.2
"Harry Moses-Chakmakis - Sr
South Tahoe (South Lake Tahoe, CA)","SG, PG",488,24.4,17.0,,4.5,,,2.6
Name,none,none,none,none,none,none,none,none,none
"Ben Mccool - Sr
Mountain Brook (Birmingham, AL)",F,764,21.2,17.0,3.2,7.6,1.6,3.3,2.9
"Anthony Routh - Sr
Murrieta Mesa (Murrieta, CA)","PG, SG",662,24.5,16.9,1.4,4.3,2.3,3.9,1.7
"Nathan Fairmont - Jr
Shining Mountain (Boulder, CO)",,572,28.6,16.9,3.2,10.7,2.5,1.6,3.2
"Anthony Gaxiola - Jr
Tanque Verde (Tucson, AZ)",G,815,31.3,16.9,3.5,4.1,3.1,4.0,2.2
"Wyatt Rudy - So
Madison-Grant (Fairmount, IN)",SF,751,30.0,16.9,1.0,5.7,1.4,3.0,2.3
"Derek Webster - Sr
Seffner Christian (Seffner, FL)",,712,23.7,16.9,5.7,10.0,2.4,3.4,3.1
"Griffin Schirmer - Sr
Imlay City (MI)",F,589,25.6,16.8,3.7,8.7,1.1,5.2,2.1
"Grant Bronner - Sr
Frankenmuth (MI)",,631,26.3,16.8,5.1,5.4,2.4,4.2,2.8
"Noah Galbraith - Jr
Imlay City (MI)",F,479,22.8,16.8,1.1,7.2,1.7,2.9,3.5
"Ryan Robinette - Jr
Escanaba (MI)",G,567,27.0,16.8,4.0,,2.5,,
"Mehki Yant - Jr
Florida A&M (Tallahassee, FL)",G,531,19.0,16.8,3.8,5.1,2.2,3.1,4.2
"Robert Wilkerson - Sr
Hoggard (Wilmington, NC)",G,547,21.9,16.8,1.7,4.6,1.6,2.0,1.9
"David Morgan - So
Bloomington North (Bloomington, IN)","PG, SG",328,15.6,16.8,2.0,4.1,2.0,2.9,4.8
"Colin Ashlock - Sr
Sherman Grayson Christian (Sherman, TX)","PG, G",332,14.4,16.8,9.3,,4.3,3.8,4.9
"Brandon Watkins - Sr
Westville (IN)",F,567,24.7,16.8,3.0,9.1,1.1,2.8,
"Isaiah Turner - Jr
Spanaway Lake (Spanaway, WA)",G,520,24.8,16.7,1.3,6.5,1.4,2.2,1.5
"Brandon Rush - So
Warrensville Heights (Warrensville, OH)",G,618,25.8,16.7,1.9,,1.4,4.8,2.3
"Anthony Barnard - Jr
Kokomo (IN)",G,643,25.7,16.7,2.1,7.4,1.1,4.1,3.5
"Winston Carey - Sr
Andrean (Merrillville, IN)",,559,23.3,16.7,4.1,4.1,2.5,2.6,3.5
"Jacarr Boone - Sr
Indianapolis Arsenal Technical (Indianapolis, IN)",SG,368,16.7,16.6,,3.5,,,
"Stephen Geis - Jr
Wall Township (Wall, NJ)",G,763,30.5,16.6,3.6,2.3,2.0,,1.2
"Jack Davidson - Sr
Hamilton Southeastern (Fishers, IN)",,618,23.8,16.6,4.1,2.4,0.9,2.1,2.4
"Antonio Warner - Jr
Stonewall Jackson (Manassas, VA)",PG,653,28.4,16.6,6.6,5.8,2.9,4.5,3.4
"Joshua Fontenette - Jr
Cecilia (LA)",G,820,29.3,16.5,,,,,
"Jason Aigner - Sr
Woodson (Fairfax, VA)","G, F",857,27.6,16.5,,6.0,,,
"Bean DeGraffenried - Sr
Salem Hills (Salem, UT)",,534,23.2,16.5,,6.5,,2.0,
"Ethan Price - So
Rocky Mountain (Cowley, WY)",G,705,26.1,16.5,1.5,5.8,1.9,3.4,2.7
"Logan Hanbey - Sr
Rainier Christian (Covington, WA)",W,599,28.5,16.5,6.5,16.6,2.3,2.5,2.8
"D'Mario Reid - Jr
Putnam County (Eatonton, GA)","SG, PG",720,25.7,16.5,,,,,
"Rylan Jones - So
Olympus (Salt Lake City, UT)",PG,563,25.6,16.5,7.3,6.4,3.7,2.4,2.7
"Mahmood Kanu - Sr
Fairfax (VA)",C,475,21.6,16.4,0.7,9.8,1.1,3.0,
"Chris Brown - Jr
Florida A&M (Tallahassee, FL)",G,538,19.2,16.4,3.8,5.8,0.8,3.7,2.3
"Kyle Lewis - Jr
Apple Valley (CA)",G,519,23.6,16.4,1.2,6.1,1.5,2.2,3.1
"Brycen Napier - Jr
Eastern Hancock (Charlottesville, IN)",G,631,30.0,16.4,2.4,2.4,2.1,2.5,2.1
"Brandon Barlow - Jr
Braswell (Little Elm, TX)","G, F",696,24.0,16.4,1.8,8.2,1.9,4.7,2.4
"Ghage Kenan - Jr
Crossroads Christian (Henderson, NC)","PG, SG",513,24.4,16.3,4.6,,,,
"Logan Winkleman - So
Fredericktown (MO)",,599,26.0,16.3,1.6,6.6,1.2,4.8,2.1
"Slade Hamann - Jr
Dora (NM)",F,627,21.6,16.3,2.9,,1.8,4.3,
"Jamonte Smith - 8th
Faith Christian (Roanoke, VA)","G, PG",547,14.4,16.3,1.3,2.9,1.3,2.4,2.0
"Colton Beebe - Jr
Cross County (Stromsburg, NE)","PG, SG",614,23.6,16.3,6.4,6.0,2.2,2.3,1.4
"Jc Hawkins - Sr
Simon Kenton (Independence, KY)","SG, PG",758,26.1,16.3,5.7,6.5,1.8,3.2,3.3
"Gavin Gorrell - Sr
Mount Si (Snoqualmie, WA)","G, PG",461,23.1,16.2,6.5,4.8,,4.8,
"Callum Spurlock - Jr
Burlingame (CA)",G,420,19.1,16.2,,6.9,,5.3,
"Caymn Lutz - Sr
Hamilton Heights (Arcadia, IN)",G,657,27.4,16.2,2.4,4.7,2.7,2.8,2.8
"Cooper Cunningham - Jr
Southwest Guilford (High Point, NC)",F,383,12.4,16.2,1.8,5.5,0.8,0.5,3.1
"Jace Roquemore - So
Foothill (Henderson, NV)","PG, SG",551,17.8,16.2,3.8,7.0,1.8,3.5,1.6
"Matthew Urbach - Jr
Woodson (Fairfax, VA)",G,804,25.9,16.2,,,,,
"Jabe Mullins - Fr
Mount Si (Snoqualmie, WA)","G, PG",571,27.2,16.2,,7.5,1.9,2.6,
"Anthony ""Ethan"" Dowsett - Jr
The Nueva School (San Mateo, CA)",,350,15.2,16.2,2.7,7.8,2.8,4.2,4.7
"Logan Shinaut - Jr
Sunrise Mountain (Peoria, AZ)","SG, SF",489,22.2,16.2,2.4,4.8,1.4,2.7,2.3
Name,none,none,none,none,none,none,none,none,none
"Sam Perez - Jr
Greeley Central (Greeley, CO)",,488,21.2,16.1,2.1,10.0,2.4,4.4,3.3
"Josh Laurie - Sr
Le Roy (NY)",G,546,23.7,16.1,5.0,4.2,3.0,4.8,3.6
"Collin Lowry - Sr
McAuley Catholic (Joplin, MO)",G,558,20.7,16.1,2.5,,1.4,3.0,1.7
"Issa Muhammad - So
Lakeside (Atlanta, GA)",F,534,22.3,16.1,1.4,8.1,1.1,,2.4
"Hunter Carpenter - Sr
Walnut (MS)",,796,27.4,16.0,1.4,,1.2,2.2,2.6
"Elijah Martinez - Jr
Regis Jesuit (Aurora, CO)",PG,478,23.9,16.0,1.8,,2.2,1.7,1.7
"Mason Johnson - Sr
Heath (OH)",SG,432,16.6,16.0,1.5,3.6,1.3,1.3,2.8
"Miles Daniels - Sr
Gulfport (MS)",PG,826,26.6,16.0,,,,,
"Brice Roseborough - Jr
Byrd (Clarksburg, WV)",G,409,18.6,16.0,2.7,4.0,2.0,3.4,5.2
"Brett Zastrow - Sr
Lincoln (Stockton, CA)","G, W",393,15.7,16.0,1.9,3.8,1.5,1.4,1.5
"Chandler Lindsey - Jr
Spartanburg Day (Spartanburg, SC)","PG, G",979,28.0,16.0,3.5,6.3,2.6,2.5,2.5
"Carter Larson - Sr
Millard North (Omaha, NE)","C, F",512,25.6,15.9,0.8,6.6,0.4,2.3,3.3
"David Barrientos - Sr
Rubidoux (Riverside, CA)","G, PG",669,24.8,15.9,3.4,3.9,2.6,7.0,2.0
"Travis Wagstaff - Sr
Olympus (Salt Lake City, UT)",W,643,28.0,15.9,5.3,8.6,1.1,1.3,1.2
"Braden Cox - Jr
Illini Bluffs (Glasford, IL)",F,623,20.8,15.9,3.2,10.4,3.4,3.6,4.5
"Gage Smith - Jr
Elizabeth (CO)",,576,24.0,15.9,6.4,6.4,3.3,3.8,3.1
"Zach Callahan - Sr
Danville (IN)",F,762,27.2,15.9,2.3,7.6,1.1,1.7,2.7
"Jason Carpenter - Fr
Novato (CA)",G,478,19.1,15.9,,,,,
"Zayne Chong - Jr
Punahou (Honolulu, HI)","SG, PG",420,21.0,15.8,3.7,,3.2,2.4,2.0
"Kobe Langley - So
Southwest Guilford (High Point, NC)",G,675,23.3,15.8,6.5,5.5,4.0,2.5,2.5
"Anthony Ritter - Sr
South Range (Canfield, OH)","SG, PG",538,22.4,15.8,2.4,7.3,3.9,2.4,1.8
"Dylan Hushaw - So
Foothill (Henderson, NV)",SG,360,11.6,15.8,2.6,4.8,2.7,2.8,2.4
"Xavier Johnson - Jr
Rocky Mountain (Fort Collins, CO)","PG, SG",613,27.9,15.8,3.1,5.2,1.1,5.4,3.0
"Steven Croell - So
Broomfield (CO)","G, F",524,21.8,15.8,4.6,4.9,3.1,3.5,4.5
"Jordan Taylor - Sr
Monroe (Albany, GA)","G, F",486,17.4,15.8,,,,,3.7
"Cameron Starkes - Sr
Lakeside (Atlanta, GA)",G,553,23.0,15.8,4.7,3.5,3.5,,4.4
"Connor Rotterman - Sr
Hamilton Southeastern (Fishers, IN)",SG,553,20.5,15.8,3.5,3.4,1.3,2.6,3.1
"Caleb Sergent - Sr
Simon Kenton (Independence, KY)",SG,673,23.2,15.8,2.1,5.2,1.9,3.1,2.6
"Rich Stucki - Jr
Davis (Kaysville, UT)",F,357,15.5,15.8,,8.2,,,4.0
"Parker Lehmkuhl - Jr
Wakefield (NE)",,564,23.5,15.8,1.9,7.6,0.9,2.9,3.1
"Chase Howard - Sr
Del Norte (San Diego, CA)","SF, PF",601,21.5,15.8,2.0,8.3,1.3,3.4,3.9
"Darian Porch - Jr
Pike (Indianapolis, IN)",W,521,21.7,15.7,2.3,9.2,1.3,2.6,4.4
"Gage Robberson - Jr
Merryville (LA)",F,542,22.6,15.7,,9.1,,,3.6
"Joe Elmalhy - Jr
Rio Rancho (NM)",PF,420,15.6,15.7,0.9,13.5,1.1,4.4,5.7
"Sam Bannec - Jr
Regis Jesuit (Aurora, CO)","SG, PG",478,23.9,15.7,2.1,,1.5,2.2,3.6
"Garrett Hall - Jr
Rocky Mountain (Meridian, ID)","G, SF",301,11.1,15.6,1.4,8.3,1.5,1.7,4.9
"Colton Huber - Sr
Heath (OH)",SG,619,23.8,15.6,1.3,5.2,1.6,1.8,2.5
"Devon Rojo - Sr
Crespi (Encino, CA)",G,615,24.6,15.6,3.5,4.5,1.8,4.1,2.4
"Christian Eisenhauer - Sr
Norfolk (NE)",G,562,20.8,15.6,2.1,4.6,1.4,1.4,1.4
"Seth Atkinson - Jr
Northland Christian (Kansas City, MO)","F, SF",464,22.1,15.6,,10.6,1.3,3.9,
"Dayne Bleck - Fr
Shiloh Hills Christian (Kennesaw, GA)","G, F",688,31.3,15.6,1.2,2.5,0.7,1.0,2.4
"Tommy Doyle - Sr
McAuley Catholic (Joplin, MO)",F,680,24.3,15.6,0.9,,1.5,2.6,3.4
"Joe Elliott - Jr
Rocky Mountain (Fort Collins, CO)","PG, SG",711,29.6,15.6,1.5,2.1,1.4,2.5,2.3
"Isaiah Sheldon - Sr
Fountain City Christian (Bryan, OH)",G,730,31.7,15.6,,2.9,,5.7,
"Charlie Nycz - Sr
West Lafayette (IN)",G,611,26.6,15.6,2.1,2.7,1.1,3.8,2.6
"Karsten Windlan - So
Pendleton Heights (Pendleton, IN)","PG, SG",591,24.6,15.5,,,,3.5,3.4
"Kyle Johnson - Jr
Point Loma (San Diego, CA)","F, G",620,23.8,15.5,2.0,17.2,1.0,2.3,2.7
"Jorge Calleros - Sr
St. John (KS)","PG, SG",542,20.8,15.5,,6.9,,,
"Sean Robinson - Sr
Novato (CA)",F,336,16.0,15.5,,,,,
"Aaron Latiolais - Sr
Heath (OH)",PG,745,28.7,15.5,5.3,3.5,2.4,2.2,2.3
Name,none,none,none,none,none,none,none,none,none
"Jordan Miller - Sr
Braymer (MO)",F,865,30.9,15.5,4.2,8.2,4.2,1.8,1.8
"Ty Wallace - Jr
Valdosta (GA)",,287,13.7,15.5,0.9,,0.7,1.3,2.1
"Keshawn Banks - Jr
Rio Rancho (NM)",F,422,17.6,15.5,1.7,12.7,1.2,2.3,4.8
"Jalan Mull - Jr
Fort Wayne Blackhawk Christian (Fort Wayne, IN)",PG,691,27.6,15.5,10.4,4.1,,,
"Kenyon Cooper - Jr
Glen Mills (Concordville, PA)",G,617,29.4,15.4,5.8,,2.2,5.2,2.4
"Kaulana Makaula - So
Punahou (Honolulu, HI)","SF, SG",372,18.6,15.4,2.9,,1.8,2.9,4.7
"Dylan Bendure - Sr
Jefferson Academy (Broomfield, CO)","C, PF",409,17.8,15.3,1.1,7.7,1.3,2.6,4.5
"Trent Gibson - Jr
Blackman (Murfreesboro, TN)","PG, SG",764,24.6,15.3,4.0,6.4,1.6,2.7,3.3
"Jonathan Ross - Sr
Logos Prep Academy (Sugar Land, TX)",,552,27.6,15.3,3.9,6.1,,,
"Zeke Holman - Jr
Lincoln (Stockton, CA)","W, F",586,22.5,15.3,3.1,6.0,1.4,2.2,3.1
"Tj Bickerstaff - So
Sandy Creek (Tyrone, GA)","SF, SG",685,22.1,15.3,,10.4,,,
"Shamar Dillard - Jr
South Bend Riley (South Bend, IN)","SF, W",531,24.1,15.2,2.2,5.8,0.6,1.5,2.8
"Noah Jackson - Sr
South Tahoe (South Lake Tahoe, CA)",PG,570,24.8,15.2,,3.1,4.2,,
"Anthony Laravie - Sr
Omaha North (Omaha, NE)","SG, PG",684,27.4,15.2,1.5,4.9,1.5,1.1,2.3
"Drayden Thomas - Jr
Hamilton Heights (Arcadia, IN)","G, F",371,15.5,15.2,1.2,8.0,1.7,2.8,4.1
"Tommy Cefalu - Sr
South Tahoe (South Lake Tahoe, CA)","PG, PF",546,23.7,15.2,5.2,10.0,,,
"Eric Gambon - Sr
Centaurus (Lafayette, CO)",G,511,25.6,15.2,4.1,6.3,2.8,4.8,3.3
"Franklin Okpala - Sr
Frankford (Philadelphia, PA)","G, F",393,15.1,15.1,1.5,,4.1,2.9,5.0
"Tyson Martinez - Sr
Ellinwood (KS)",G,605,30.3,15.1,2.6,,1.9,3.5,1.7
"MJ Leslie - Fr
Braswell (Little Elm, TX)",G,903,28.2,15.1,1.9,3.7,1.6,2.1,1.4
"Shawn Kelly-Martin - Jr
Forest Hill (West Palm Beach, FL)","SF, SG",299,13.0,15.1,,18.5,,,
"Tyler O'donnell - Jr
Rocky Mountain (Meridian, ID)","SF, SG",613,22.7,15.1,1.9,4.8,0.9,1.5,3.1
"Luis Yoyotte - Fr
Hill Country Christian School of Austin (Austin, TX)",,382,19.1,15.1,1.2,7.2,3.2,6.2,2.5
"Tre Junkins - Jr
Byrd (Clarksburg, WV)",PF,561,22.4,15.1,1.2,11.8,1.7,1.8,4.3
"Luke Mattern - Jr
Wabash (IN)",G,606,26.3,15.1,1.1,,1.0,2.6,2.0
"Tarik Dixon - Sr
Andrean (Merrillville, IN)",,536,24.4,15.0,2.7,3.1,1.1,2.2,2.0
"Jared Keefner - Sr
Academy at the Lakes (Land O' Lakes, FL)","G, F",571,26.0,15.0,1.3,7.2,0.8,2.7,2.7
"Mason Roth - Jr
Deshler (NE)",,567,24.7,15.0,2.5,5.4,2.1,3.0,2.1
"Matthew Hagedorn - Jr
Norfolk (NE)",F,582,21.6,15.0,0.9,6.7,0.7,2.4,3.1
"Tommy Nannery - Sr
Novato (CA)","G, F",388,14.9,15.0,,,,,
"Zach Kelch - Jr
Simon Kenton (Independence, KY)",C,757,26.1,15.0,1.1,9.6,0.6,2.2,3.0
"Kameron Ivory - Sr
Hargrave Military Academy (Chatham, VA)","SG, SF",290,10.4,15.0,1.5,4.9,2.3,1.1,1.7
"Isaiah Alsip - Fr
Galion (OH)",G,587,25.5,15.0,2.9,3.9,1.7,5.1,2.9
"Justin Bailey - Jr
Southwestern (Piasa, IL)",G,701,26.0,15.0,2.1,,2.5,3.0,2.8
"Cade Whicker - Sr
Davis (Kaysville, UT)",G,372,16.9,15.0,,,,,
"Jymine Myrick - Sr
Stonewall Jackson (Manassas, VA)",SG,304,13.2,14.9,2.0,4.2,2.4,3.6,4.7
"Jayden Rhodes - Jr
Ravenswood (WV)",G,698,25.9,14.9,3.7,5.0,1.7,2.5,3.1
"Christian Martin - So
Southwest Guilford (High Point, NC)",F,531,17.1,14.9,1.7,7.7,1.6,1.8,3.6
"Kenrique Brown - Sr
Collinsville (IL)",PG,724,26.8,14.9,3.2,3.0,1.8,4.8,2.3
"Kwazema Abakporo - Jr
Brooklyn Tech (Brooklyn, NY)",C,570,25.9,14.9,,13.2,3.4,,
"ISAIAH COLLINS - So
Mountain State Christian (Culloden, WV)",,729,30.4,14.9,4.6,1.2,,,
"Joe Rodriguez - Sr
Jefferson Academy (Broomfield, CO)","PG, SG",646,28.1,14.9,4.6,4.1,1.7,2.8,2.9
"Hiatt Dunlap - Sr
Indianapolis HomeSchool Wildcats (Indianapolis, IN)",G,906,24.5,14.9,3.8,5.1,1.7,2.8,3.5
"Nate Spurlock - Jr
Woodson (Fairfax, VA)","G, F",803,25.1,14.9,,10.7,,,
"Garrett Watts - Sr
Wasatch (Heber City, UT)",SG,612,26.6,14.9,3.1,5.3,1.7,3.3,3.1
"Brandon Smith - Jr
Newbury Park (CA)","SG, PG",621,23.9,14.9,1.9,4.7,3.2,3.0,
"Donald ""DJ"" Jorden - Sr
Seffner Christian (Seffner, FL)",,660,21.3,14.9,2.2,8.8,1.4,2.0,2.7
"Jarred Godfrey - Jr
Sandy Creek (Tyrone, GA)","PG, SG",784,25.3,14.9,,5.7,,,
"David Carpenter - Sr
Novato (CA)",G,476,19.8,14.9,,,,,
"Tyirekk Harrell - Jr
Valdosta (GA)",SG,367,16.7,14.8,1.2,,1.0,3.8,1.7
Name,none,none,none,none,none,none,none,none,none
"Colin Ludwig - So
Paradise Adventist Academy (Paradise, CA)",F,601,25.0,14.8,2.1,14.9,1.4,3.4,1.8
"Tyrese Myrick - Fr
Doane Academy (Burlington, NJ)","G, F",398,18.1,14.8,,7.2,,,
"Matthew Bates - Jr
Academy at the Lakes (Land O' Lakes, FL)",G,583,27.8,14.8,3.8,,1.4,4.9,2.0
"Theo Moore - Sr
Darien (CT)",PF,414,18.0,14.8,,7.8,,,
"Will Shanahan - Jr
Wahoo (NE)",,516,19.8,14.8,,7.0,,,
"Josh Prizina - Sr
Spanish Springs (Sparks, NV)",F,534,22.3,14.7,2.0,11.9,2.6,3.6,3.7
"Michael Haskins - Sr
Marana (Tucson, AZ)","SF, PF",335,14.6,14.7,3.0,8.4,2.1,4.5,5.0
"Garett Hawkins - Jr
Elizabeth (CO)",,625,25.0,14.7,1.4,10.3,1.2,2.6,3.3
"Juan Garcia - So
Southwestern Heights (Kismet, KS)",SF,353,16.8,14.7,,,,,
"Kyle Haase - Jr
Marana (Tucson, AZ)","SF, PF",308,11.0,14.6,1.2,5.1,1.1,2.2,2.2
"Wesley Shade - Sr
Rocky Mountain Lutheran (Denver, CO)",,601,26.1,14.6,4.2,5.1,3.0,4.6,2.3
"Carter Hughes - Sr
Indianapolis HomeSchool Wildcats (Indianapolis, IN)",G,831,26.0,14.6,5.7,6.5,2.6,2.9,2.3
"Jarred Eades - Jr
Somerset Christian (Somerset, KY)",G,427,17.1,14.6,2.8,3.0,1.1,2.8,4.1
"Jeremiah James - Jr
Hoops for Christ (Oklahoma City, OK)",G,719,24.0,14.6,,9.1,,4.5,3.1
"AJ Crowley - Jr
Glenwood Springs (CO)",G,634,25.4,14.6,3.8,4.0,0.9,3.1,3.0
"Chris Burel - Jr
Bowen (Chicago, IL)","PG, W",654,29.7,14.6,5.0,3.7,2.9,3.0,2.0
