Name,Position,Minutes,Minutes/Game,Points/32,Assists/32,Rebounds/32,Steals/32,turnsover/32,Fouls/32
"Sam Ricci - Sr
West Chicago (IL)",,828,27.6,20.1,1.5,6.9,1.1,3.3,3.4
"Tyson Garff - Sr
Davis (Kaysville, UT)",G,662,26.5,20.1,,6.4,,,3.3
"Wilgus Tolson - So
Wolfe County (Campton, KY)",,426,23.7,20.1,5.5,3.7,2.0,5.2,4.1
"Tristan Wright - Sr
Deer Park (TX)",P,551,19.7,20.0,1.6,10.3,1.1,1.9,2.3
"Miles Parker - Sr
Union City (PA)","SG, PG",631,26.3,20.0,3.1,,1.3,2.3,0.0
"Angel Lopez - Jr
Cristo Rey (Sacramento, CA)",F,573,30.2,20.0,2.2,8.6,2.7,4.8,2.8
"Latrell Wrightsell jr. - Jr
Omaha Central (Omaha, NE)","PG, SG",547,27.4,19.9,,4.4,,,2.2
"Brady O'brien - Sr
St. Mary's (Lancaster, NY)","SG, SF",690,28.8,19.9,1.9,7.8,1.5,3.1,2.4
"Makhi Mcguire - Sr
Newport (KY)","SG, SF",849,26.5,19.9,,6.6,,,
"Caden Price - Sr
Lake Country Christian (Fort Worth, TX)",,668,23.0,19.9,2.8,9.7,4.5,3.7,3.5
"Jamison Kay - So
Gila Ridge (Yuma, AZ)",G,672,24.0,19.9,3.0,3.9,2.3,3.6,3.1
"Dempsy Glover - Sr
Austin (PA)",,582,26.5,19.9,,9.1,,2.7,
"Dakota Young - Sr
Tabiona (UT)",G,582,21.6,19.9,5.1,8.0,1.3,4.6,3.4
"Ty Barker - Jr
Saint Stephen's Episcopal (Bradenton, FL)",SF,653,24.2,19.9,2.6,8.8,1.4,3.4,3.3
"Taras Carter - Sr
East Nashville Magnet (Nashville, TN)",PG,864,25.4,19.9,,6.1,,3.7,
"Dominic Drent - So
Le Sueur-Henderson (Le Sueur, MN)",SG,663,27.6,19.9,2.8,7.0,2.4,3.6,2.8
"Erik Cochran - Jr
Ironwood Ridge (Tucson, AZ)","G, F",496,22.5,19.9,1.6,8.8,1.9,3.3,3.0
"Xaylon Falls - Jr
Harmony Grove (Camden, AR)","PG, SG",495,23.6,19.8,3.2,5.7,2.4,5.0,19.8
"Matthew Brown, Jr. - Sr
Hargrave Military Academy (Chatham, VA)",G,594,23.8,19.8,1.9,3.5,2.6,2.3,2.7
"Drew Comer - Sr
Greensburg (IN)",G,743,28.6,19.8,2.7,,1.2,2.0,2.0
Name,none,none,none,none,none,none,none,none,none
"Chris Bowerman - Sr
Standley Lake (Westminster, CO)",,554,26.4,19.8,,3.2,,5.2,
"Blake Wesley - So
South Bend Riley (South Bend, IN)","SG, SF",358,19.9,19.8,1.7,4.8,2.9,2.1,3.5
"Tradgon Mccrae - Sr
Hays (KS)",PG,525,25.0,19.7,5.8,5.4,3.1,4.7,3.1
"Jonathan McGhee - Sr
The Woodlands (TX)",,396,22.0,19.7,2.8,12.9,2.2,4.4,2.7
"Jordan Fuller - Jr
Waco (TX)","SG, PG",536,16.2,19.7,2.3,5.9,2.9,2.5,4.7
"Max McKenna - Jr
Stowe (VT)",G,470,26.1,19.7,,,,,
"Gavin Alston - Sr
Dunbar (Chicago, IL)","G, W",680,26.2,19.7,,10.1,,,
"Calahan Kindley - Sr
Pioneer (Royal Center, IN)",SF,469,18.8,19.7,3.4,7.4,2.5,4.3,3.1
"Donnie Miller - Sr
Newport (KY)","PG, SG",948,27.9,19.6,4.5,3.7,,,
"Bryce Cox - So
Faith Christian (Roanoke, VA)","G, F",504,28.0,19.6,4.5,4.4,2.7,4.7,2.0
"Godwin Ilumoka - Jr
Superior Collegiate (Clearwater, FL)",,607,17.3,19.6,1.2,7.2,1.1,4.1,2.9
"Cedric Golphin - Sr
Bradwell Institute (Hinesville, GA)","SF, PF",529,19.6,19.6,,7.0,,4.1,
"Alvin Tumblin - So
Sebring (FL)","PF, C",602,28.7,19.6,,11.8,,,
"Izzy Delarosa - Sr
Sublette (KS)",SF,499,25.0,19.6,1.7,10.0,1.0,4.8,3.6
"Dwight Bumgarner - Jr
Pacific Bay Christian (Pacifica, CA)",C,569,23.7,19.5,0.5,8.1,0.7,2.4,3.1
"Dj Balanon - Jr
Lincoln (Stockton, CA)",G,487,17.4,19.5,,,,,
"Cameron Fleming - Jr
Bradwell Institute (Hinesville, GA)","PG, SG",397,23.4,19.5,2.7,5.5,4.0,4.8,4.6
"Ishmael Martin - Sr
Dunbar (Chicago, IL)",G,687,25.4,19.5,,4.8,,,
"wyatt Gay - Jr
Lake Country Christian (Fort Worth, TX)",,424,16.3,19.4,1.5,4.8,2.8,3.2,6.8
"Christopher McClinic - Sr
Alexander (NY)","PG, PG",576,28.8,19.3,3.8,4.2,2.7,2.3,2.5
"Luke Barach - Sr
Hanover Central (Cedar Lake, IN)","SG, PG",651,25.0,19.3,1.9,5.7,1.4,1.7,2.6
"Ryan Harrell - Sr
Shepherd (TX)","F, PF",955,27.3,19.2,1.9,8.0,1.7,3.4,2.7
"Kaleb Brown - Sr
Peoria (AZ)",PG,586,25.5,19.2,3.6,,2.4,3.1,2.6
"John Samuel - Sr
Christian Academy of Greater St. Louis (St. Louis, MO)",F,782,23.0,19.2,1.6,19.7,2.0,2.9,2.9
"Joe Reidy - Fr
Woodlan (Woodburn, IN)","PF, SF",634,27.6,19.2,2.0,7.4,0.9,2.9,19.2
"David Brown - Jr
Wichita Defenders (Wichita, KS)",,772,26.6,19.2,2.5,7.1,2.0,1.0,1.7
"Braden Bontrager - So
Lakeland (LaGrange, IN)","SG, PG",634,27.6,19.1,2.2,6.3,1.4,2.9,2.5
"Steven Croell - Sr
Broomfield (CO)",,686,27.4,19.1,3.6,6.0,2.1,4.0,3.0
"Tristan Moore - Jr
Somerset Christian (Somerset, KY)",F,624,25.0,19.1,2.7,7.1,2.1,3.5,2.5
"Zach Strong - Jr
Brownwood (TX)",C,775,23.5,19.1,1.7,14.1,2.1,2.9,4.5
"Camron Chism - Jr
Bountiful (UT)",SG,708,28.3,19.1,2.8,2.8,2.9,2.3,2.1
"Ryan Davis - Sr
Alexander (NY)",C,641,29.1,19.1,1.7,18.2,1.8,2.4,2.6
"Matt Spaulding - Jr
Man (WV)",G,527,22.9,19.1,3.3,,,4.6,
"Leo Grass - Sr
Spanish Springs (Sparks, NV)",G,611,22.6,19.1,2.9,,2.3,2.7,3.0
"Byron Smith - Sr
P.K. Yonge (Gainesville, FL)",SG,712,25.4,19.1,2.8,6.2,2.4,1.7,3.2
"Peyton Flack - Sr
Hill Country Christian (San Marcos, TX)",PG,741,29.6,19.0,4.7,3.8,3.2,3.9,3.0
"Joel Pettiford - Sr
Southwest Guilford (High Point, NC)",F,621,19.4,19.0,0.9,11.0,0.8,2.2,3.0
"Jace LaVan - Jr
Highland Christian Academy (Valdosta, GA)",,552,22.1,19.0,1.4,14.9,1.6,2.6,
"Donte Justice - Sr
Baldwin (Milledgeville, GA)",G,458,22.9,19.0,2.4,,2.3,2.2,2.5
"Trey Miner - So
Elm Creek (NE)",,767,28.4,19.0,3.4,,2.1,2.7,2.5
"Andrew Welage - Jr
Greensburg (IN)",G,732,28.2,19.0,5.2,7.4,1.7,2.9,1.6
"Kyle Shevich - Sr
Deer River (MN)","SG, SF",760,29.2,18.9,,7.1,,,
"Zyshonne Atkinson - Jr
Franklin County (Frankfort, KY)",W,498,20.8,18.9,1.1,7.1,2.8,3.0,4.2
"Michael Eley - So
Fort Wayne Snider (Fort Wayne, IN)","W, SG",542,24.6,18.8,1.5,7.9,1.3,2.5,3.1
"John Humphreys - Jr
Corona del Mar (Newport Beach, CA)",F,604,25.2,18.8,2.2,7.9,1.1,2.9,
"Nathan McKnight - Jr
Mingo Valley Christian (Tulsa, OK)","G, W",647,28.1,18.8,3.7,8.4,3.5,3.5,2.5
"Miguel Miranda - Jr
Superior Collegiate (Clearwater, FL)",,700,20.6,18.8,1.6,12.5,0.7,1.7,3.7
"Damarion Arrington - Jr
Wingfield (Jackson, MS)","SG, SF",917,30.6,18.8,0.8,6.3,1.4,1.9,1.9
"Patrick Kyle - Sr
Millbrook (NY)",SG,537,24.4,18.8,,4.5,,,
"Jeremy Davis - Jr
Simon Kenton (Independence, KY)","PG, SG",722,24.9,18.7,2.3,1.7,1.9,1.6,1.6
Name,none,none,none,none,none,none,none,none,none
"Austin Geno - Sr
Jumpertown (Booneville, MS)",,567,28.4,18.7,1.8,4.6,1.9,3.4,2.6
"Keyon Giroir - Jr
White Castle (LA)",,702,24.2,18.7,0.8,9.8,0.8,3.3,3.5
"Ricky Morning - Sr
Melissa (TX)",F,671,21.0,18.7,1.6,10.7,1.7,3.4,4.8
"Steven Noung - Sr
Madeira (Cincinnati, OH)","PF, SF",606,26.3,18.7,2.7,6.2,1.7,2.2,2.5
"Luke Szablewski - Jr
St. Mary's (Lancaster, NY)",F,579,24.1,18.7,1.9,,2.2,3.6,3.3
"Brig Willard - Sr
Bountiful (UT)","SF, PF",660,26.4,18.7,5.2,5.6,2.2,3.4,3.1
"Eric Hoeffel - Sr
Madeira (Cincinnati, OH)","PF, F",574,25.0,18.6,2.6,5.3,1.2,2.7,2.2
"Aj Field - Sr
Hamilton Heights (Arcadia, IN)",F,681,28.4,18.6,0.8,5.3,0.8,1.3,2.5
"JONATHAN CARDENAS - Jr
Prescott (WA)",G,480,24.0,18.6,0.0,,0.0,0.1,0.1
"Reed Crawley - Sr
CHAAMP HomeSchool (Mt. Pleasant, TX)","PG, C",1069,24.3,18.6,3.6,7.7,2.8,2.2,1.6
"Darian Pierce - Sr
White Castle (LA)","SG, PG",815,28.1,18.6,2.0,5.1,1.4,2.3,2.4
"Joey James - Jr
Ritchie County (Ellenboro, WV)",F,424,18.4,18.6,,8.9,,,
"Brandon Brivio - Sr
Boca Raton Christian (Boca Raton, FL)","C, SF",705,28.2,18.6,2.5,10.2,1.0,2.2,2.2
"Jake Friel - Jr
Hebron (IN)",PG,668,30.4,18.5,5.7,6.8,1.5,4.6,1.9
"Chrishaun Henry - Sr
Boys Town (NE)",,527,21.1,18.5,1.5,11.2,1.3,1.9,2.8
"Charlie Skidmore - Sr
Sacred Heart (Salina, KS)","SG, PG",643,28.0,18.5,2.5,,,2.6,
"Austin Willette - Sr
Escanaba (MI)",C,467,20.3,18.5,1.8,7.3,1.2,2.4,4.4
"Jovany Featherston - Jr
Buena (Sierra Vista, AZ)",SG,564,18.8,18.5,,,,,
"Elijah Smith - Sr
Indianapolis Northwest HomeSchool Warriors (Indianapolis, IN)",F,933,23.9,18.5,2.0,7.5,1.5,3.8,
"Niccol? Giulietti - Sr
Murrieta Valley (Murrieta, CA)",F,418,16.1,18.5,1.9,10.6,3.0,4.4,6.0
"Devin Daversa - Sr
Calvary Christian Academy (Ormond Beach, FL)",,575,25.0,18.4,2.3,8.9,3.8,3.5,2.3
"Garrett Hall - Sr
Mount Olive Christian (Athens, LA)","G, PG",839,30.0,18.4,5.6,4.4,3.0,2.2,3.0
"Noah Smithson - Sr
Lone Peak (Highland, UT)",G,618,26.9,18.4,,,,,
"Cameron Cotham - Sr
Lewis County (Hohenwald, TN)","C, PF",895,28.9,18.3,,8.2,,3.6,
"Christian Martin - Sr
Southwest Guilford (High Point, NC)",W,696,22.5,18.3,2.3,7.0,1.9,2.0,1.7
"Will Shank - So
Fort Wayne Canterbury (Fort Wayne, IN)",G,492,25.9,18.3,3.9,6.8,,,
"Chance Watts - Sr
Westbury Christian (Houston, TX)",G,873,28.2,18.3,4.6,,2.3,2.6,1.9
"Bryant Robinson - Sr
Goshen (IN)","SF, SG",668,29.0,18.3,,6.9,,,
"Gianmarco Arletti - Jr
Holy Cross (Delran, NJ)",PG,788,30.3,18.2,3.8,4.8,,5.0,2.2
"Andrew Baxley - Jr
St. Thomas More Academy (Raleigh, NC)","SG, SF",618,29.4,18.2,3.0,11.7,,,
"Gabe Johnson - Sr
South Bend Riley (South Bend, IN)","W, PF",474,23.7,18.2,1.8,7.4,1.2,2.4,3.2
"Khori Miles - Jr
Robert C. Byrd (Clarksburg, WV)",SF,693,26.7,18.1,2.5,4.7,1.9,2.7,2.3
"Jacorrei Turner - Jr
Woodward Academy (College Park, GA)",G,649,22.4,18.1,1.5,6.6,1.7,3.8,3.3
"Chris Truitt - So
HomeSchool Resource Center (Monee, IL)",G,338,18.8,18.1,1.2,,2.9,4.6,3.1
"Reese Anderson - Jr
Carlisle County (Bardwell, KY)",SG,892,27.9,18.1,,,,,
"Billy Bonilla - Sr
Kankakee Valley (Wheatfield, IN)","PG, SG",517,23.5,18.1,3.4,4.9,2.7,2.8,3.6
"Jordan Boykins - Jr
Shelbyville (TX)","SG, SF",1135,27.7,18.1,2.5,5.2,1.8,1.8,1.2
"Nathan Perry - Sr
Paradise Valley (Phoenix, AZ)",G,790,27.2,18.1,4.7,3.5,2.1,4.1,2.5
"Lixandross Gernier - Sr
Monsignor Pace (Miami, FL)",PG,457,16.3,18.1,4.0,6.5,2.7,8.5,3.8
"Lonnie Wolford - Sr
Imlay City (MI)",W,411,18.7,18.1,1.2,7.7,2.2,3.7,4.1
"Cale Wireman - So
Kouts (IN)",G,675,26.0,18.1,1.5,3.6,2.8,1.3,3.6
"MJ Leslie - Jr
Braswell (Little Elm, TX)","PG, SG",936,26.7,18.1,2.8,5.8,2.1,2.4,1.7
"Kyle Greeley - Sr
Murrieta Valley (Murrieta, CA)",C,449,20.4,18.0,1.4,13.8,0.8,2.8,2.9
"Cam Smith - So
Braswell (Little Elm, TX)",PG,671,19.7,18.0,5.3,7.0,2.3,4.3,3.6
"Kyle Ross - So
Andrean (Merrillville, IN)",SF,845,30.2,18.0,1.4,9.7,1.2,2.1,1.8
"Ty Hurst - Jr
Carter (Strawberry Plains, TN)",SG,885,27.7,17.9,2.3,6.2,2.0,2.8,2.1
"Erasmo Carreon - Jr
Highland (Albuquerque, NM)",G,737,28.3,17.9,5.4,,,,
"Ali Ali - Sr
East Noble (Kendallville, IN)",SF,763,30.5,17.9,5.8,5.2,,,
"James Reeves - Sr
Merryville (LA)",G,751,27.8,17.9,3.7,5.8,,4.9,3.0
"Joshua Morris - So
Bethel Assembly Christian Academy (Windsor, NC)","G, F",415,18.9,17.9,1.9,4.2,2.4,2.4,1.7
Name,none,none,none,none,none,none,none,none,none
"Dominic Lucido - Jr
Hanover Central (Cedar Lake, IN)","PG, SG",680,26.2,17.9,3.5,4.8,3.2,2.1,2.6
"Julian Alexander - Sr
Sandy Creek (Tyrone, GA)",G,804,25.9,17.9,,,,,
"Brent Cox - Sr
East Noble (Kendallville, IN)",C,477,23.9,17.8,,13.6,,,
"Diego Sotto - Jr
Pacific Bay Christian (Pacifica, CA)",G,650,27.1,17.8,5.2,3.4,3.7,3.1,2.6
"Eric Brown - Jr
Sebring (FL)","F, G",735,28.3,17.8,8.1,16.5,5.1,,
"Alex Watters - Fr
Lansing Catholic (Lansing, MI)",G,471,22.4,17.8,3.7,,3.0,2.9,2.7
"Townsend Tripple - Jr
Rocky Mountain (Meridian, ID)",SG,486,18.0,17.8,2.2,8.6,2.1,2.2,3.4
"John Wilhelm - Jr
Brownwood (TX)",G,843,25.5,17.8,2.2,4.3,2.0,3.0,1.4
"Jon Eineman - Sr
Mooresville (IN)","G, F",682,28.4,17.7,2.9,6.0,1.9,3.8,3.1
"Cole Ferguson - Sr
Shelbyville (TX)",SF,1079,26.3,17.7,2.6,13.5,2.3,1.9,2.5
"Austin Green - Jr
Johnsonburg (PA)",,909,33.7,17.7,1.9,5.6,,,1.6
"Easton Eller - Jr
Dayspring Academy (Greenbrier, TN)",C,508,23.1,17.7,0.3,11.6,0.9,1.8,1.8
"Angelo Del campo - Sr
Lincoln (Stockton, CA)",G,387,14.3,17.7,,11.3,,,
"Caleb Welch - Sr
Westfield (IN)",SG,595,25.9,17.7,2.3,3.4,1.2,1.8,2.7
"Eric Lee - Jr
Superior Collegiate (Clearwater, FL)",,728,20.2,17.6,5.1,6.9,3.4,2.1,4.8
"Donovan Shipp - Jr
Sequoyah (Canton, GA)",PG,708,26.2,17.6,9.0,4.9,2.8,3.0,2.3
"Justin Webb - Sr
Baldwin (Milledgeville, GA)","F, G",348,18.3,17.6,0.7,9.0,1.3,1.9,3.4
"Devin Fuson - Sr
Madrid (IA)","SF, PF",598,27.2,17.6,1.6,13.3,2.3,2.1,2.9
"Kino Bellinger - Sr
Buena (Sierra Vista, AZ)",SG,580,22.3,17.5,,,,,
"Zach Cook - Sr
Man (WV)",G,657,28.6,17.5,3.6,3.1,2.5,3.7,2.1
"Isaac Cooper - Sr
Madison-Grant (Fairmount, IN)","PF, SF",522,20.9,17.5,1.8,9.4,1.7,3.0,4.0
"Tate Kunzeman - Fr
Griggsville-Perry (Griggsville, IL)","PG, SG",647,23.1,17.5,3.0,4.4,1.7,4.3,1.8
"Jalen Milner - Sr
Georgia Military College (Milledgeville, GA)","PG, SG",662,30.1,17.5,2.2,4.4,1.5,1.6,2.0
"Marley Gordon - Jr
Gaston Christian (Gastonia, NC)",G,470,24.7,17.5,5.5,2.5,1.6,1.8,1.7
"Jack Carter - So
North Lincoln (Lincolnton, NC)",SG,644,30.7,17.5,3.4,4.1,1.6,1.8,2.6
"Lonzado Badger - Jr
Allendale-Fairfax (Fairfax, SC)","PG, SG",399,23.5,17.5,1.8,3.1,2.3,4.3,4.1
"Noah Drapala - Jr
Fort Wayne Canterbury (Fort Wayne, IN)",G,465,23.3,17.5,,3.2,,,
"George Papadopulos - Sr
Lincoln (Stockton, CA)",G,403,16.8,17.5,,,,,
"Jared Nicholson - Sr
Greene County (Leakesville, MS)","F, C",880,31.4,17.5,1.5,11.4,1.2,2.5,3.0
"Brandon Beidleman - Sr
Zebulon B. Vance (Charlotte, NC)",G,752,27.9,17.4,6.6,2.1,3.9,3.7,2.5
"Jason Williams - Jr
West Carteret (Morehead City, NC)",PG,800,32.0,17.4,3.9,2.7,2.2,4.2,1.4
"Jason Phillips - So
Stagg (Stockton, CA)",F,652,22.5,17.4,2.9,9.1,2.3,3.1,4.6
"Jabari Gholston - Sr
Westbury Christian (Houston, TX)",F,804,26.8,17.4,1.8,13.6,1.6,2.3,2.8
"Keyshaun Langley - Sr
Southwest Guilford (High Point, NC)",PG,799,25.0,17.3,9.2,5.2,3.5,2.6,2.4
"Josh McDonald - Sr
Stowe (VT)","C, F",340,20.0,17.3,,,,,
"Zab Santana - Fr
Cedar City (UT)","SG, SF",477,26.5,17.3,3.5,6.3,1.9,4.0,3.6
"Lane Sparks - So
Greensburg (IN)",G,717,27.6,17.3,4.5,8.9,2.5,2.2,2.5
"Eli Reynolds - Sr
Cottonwood (Salt Lake City, UT)","SF, PF",667,30.3,17.2,,3.5,,,
"Austin Ball - Fr
Man (WV)","C, F",435,18.9,17.2,,10.5,,2.7,
"Steven Huxell - Sr
Milford (OH)",G,724,29.0,17.2,2.5,4.3,1.2,2.7,
"Charlie Zorn - Sr
The Woodlands (TX)",,713,24.6,17.2,2.6,4.3,2.0,3.1,3.4
"Donavon Blakes - Jr
Marlin (TX)","SF, PF",440,22.0,17.2,,8.9,,,
"Blake Farmer - Jr
Perry-Lecompton (Perry, KS)",,509,24.2,17.2,1.1,7.1,0.6,1.9,1.3
"Octavian Mckee - Sr
East Texas Christian (Longview, TX)",C,575,26.1,17.1,2.3,10.5,3.1,2.4,2.8
"Colby Whalen - Sr
Millbrook (NY)",G,482,23.0,17.1,5.4,8.0,,,
"Eric Watson - So
Desert Hot Springs (CA)",G,771,27.5,17.1,4.4,9.1,2.9,4.9,2.7
"Khalil Mitchell - Sr
Lake Mary (FL)",PG,539,20.7,17.1,3.7,3.7,4.2,6.7,3.6
"Trent Stephney - Sr
Bearden (Knoxville, TN)",G,1015,27.4,17.1,4.2,4.0,2.4,2.3,1.9
"Victor Young - Jr
Muncie Central (Muncie, IN)",F,663,27.6,17.1,1.8,8.0,1.2,1.9,2.1
"Kobe Rodney - So
Churchill (New York, NY)","PF, C",575,26.1,17.1,1.3,14.7,3.5,6.1,2.8
Name,none,none,none,none,none,none,none,none,none
"Anoop Nagra - Sr
Buhach Colony (Atwater, CA)",G,774,26.7,17.1,,,,,
"Charles Williams - So
Jenkins (Savannah, GA)","G, F",499,20.8,17.1,3.1,4.9,4.9,5.4,0.0
"Jeff McClay - Sr
Simmons (Hollandale, MS)",,841,30.0,17.0,2.8,,1.7,2.9,2.7
"Brandon Stroble - Jr
Blackford (Hartford City, IN)",SG,697,30.3,17.0,0.6,5.4,1.0,1.3,1.7
"Tyler Eggebrecht - Sr
Leading Edge Academy - GEC (Gilbert, AZ)","SG, W",548,26.1,17.0,0.9,5.3,1.2,1.5,1.8
"Landon O'Neal - Fr
Eastern Hancock (Charlottesville, IN)",G,501,21.8,17.0,1.3,2.0,0.6,2.0,2.3
"Craig Kamin - Sr
Escanaba (MI)",G,494,21.5,17.0,5.4,3.4,2.4,4.5,2.8
"Dawson Jacoby - Sr
Rossville (IN)",SG,626,27.2,17.0,1.3,3.8,1.5,1.4,1.7
"Prince Dorbah - Jr
Highland Park (Dallas, TX)",PF,338,18.8,16.9,2.5,9.7,1.6,2.7,3.9
"Britton Jensen - Sr
Cottonwood (Salt Lake City, UT)","C, PF",641,27.9,16.9,,9.6,,,
"Shamir Wingfield - So
Deerfield-Windsor (Albany, GA)",PG,477,28.1,16.9,2.8,3.7,1.7,3.3,2.5
"Khris Perry - Sr
Walnut (MS)",,674,27.0,16.9,1.7,,1.9,4.3,1.8
"Aaron Etherington - Sr
Hamilton Southeastern (Fishers, IN)",F,502,25.1,16.9,3.5,5.7,,2.1,
"Antonio Ayala - Sr
Hueneme (Oxnard, CA)",G,904,30.1,16.9,4.4,7.2,2.8,2.8,2.0
"Jack Stone - Sr
Corona del Mar (Newport Beach, CA)",G,741,25.6,16.9,2.3,5.3,1.6,1.9,
"Isaiah Williams - Sr
Calvary Christian Academy (Ormond Beach, FL)",,580,24.2,16.9,0.6,9.2,1.0,3.8,2.5
"Jabari Smith - So
Sandy Creek (Tyrone, GA)",F,747,24.1,16.9,,8.9,,,
"Willie Wilson - Fr
East Nashville Magnet (Nashville, TN)",PG,798,23.5,16.8,,,,2.2,
"Jake Sampson - Jr
Davis (Kaysville, UT)",G,741,28.5,16.8,,4.0,,,
"Griffin Cross - Jr
Plano (IL)","SG, C",627,20.2,16.8,1.4,9.7,1.5,3.7,3.1
"Ryan Bormann - Sr
Lake Travis (Austin, TX)","PG, SG",724,25.0,16.8,4.0,2.9,1.7,2.6,1.8
"Caleb Rogers - Sr
Elyria (OH)",PG,669,27.9,16.8,2.2,2.4,1.1,2.2,2.0
"Chase Frey - Sr
Rossville (IN)",SF,571,24.8,16.8,4.5,7.2,2.6,3.3,2.5
"Hudson Wotta - Sr
Bronson (MI)",,573,24.9,16.8,1.3,6.5,0.9,3.4,3.7
"Josiah Millen - Sr
Spanaway Lake (Spanaway, WA)",G,598,24.9,16.8,,,3.4,,3.3
"Riley Welsch - Sr
Jefferson Academy (Broomfield, CO)","PG, W",662,27.6,16.8,3.4,8.2,2.5,3.2,2.9
"Jalen Mason - Sr
Woodland (Stockbridge, GA)","G, F",445,17.1,16.8,4.7,7.7,,,4.2
"Damieon Warrum - Sr
Pendleton Heights (Pendleton, IN)","PF, SF",531,25.3,16.8,,,,,
"Ryan Ward - Sr
Round Rock (TX)",G,996,30.2,16.7,4.7,5.2,2.4,4.2,2.7
"Trey Wilson - Sr
Carlisle County (Bardwell, KY)",PG,863,27.0,16.7,,,,2.5,
"Trevin Schurle - Sr
Clay Center (KS)",,534,26.7,16.7,0.5,3.9,1.3,2.2,2.6
"Tate Herrenbruck - Jr
Sacred Heart (Salina, KS)",PG,655,28.5,16.7,,5.1,,,
"Jared Mattley - Jr
Papillion-LaVista South (Papillion, NE)","PG, SG",763,29.3,16.7,2.4,3.6,1.4,2.5,1.4
"Troy Patterson - Sr
Kuna (ID)","SF, SG",594,25.8,16.6,1.7,6.3,0.8,2.3,3.0
"Cael Lundstrom - Jr
Cross County (Stromsburg, NE)","SG, PG",529,21.2,16.6,2.7,,2.8,2.4,2.1
"John Sawyer - So
East Texas Christian (Longview, TX)",G,672,28.0,16.6,3.3,3.2,2.4,2.0,2.1
"Drew Higashigawa - Jr
West (Torrance, CA)",G,590,22.7,16.6,3.4,5.9,1.8,3.8,3.7
"Jonathan Harris - Sr
Silver (Silver City, NM)","PF, C",675,27.0,16.6,2.3,7.2,2.2,3.6,2.8
"Jyrell Jones - Jr
Highland Christian Academy (Valdosta, GA)",,552,22.1,16.6,1.1,10.1,0.9,2.3,
"Lucas Elliott - Sr
Pusch Ridge Christian Academy (Tucson, AZ)",C,776,25.9,16.6,,12.4,,,2.5
"Mason Osborne - Sr
St. John (KS)","G, PG",566,25.7,16.6,5.5,5.7,,,
"Jonah Eber - Jr
Yavneh Academy (Dallas, TX)","PG, G",702,21.3,16.5,,,,,
"Anthony Salas - Sr
Murrieta Mesa (Murrieta, CA)","PF, C",470,16.8,16.5,2.0,11.9,2.5,3.8,5.6
"Max Depina - Jr
Spruce Creek (Port Orange, FL)","G, F",548,23.8,16.5,2.6,10.3,1.2,2.5,2.5
"Brandon Charles - Jr
Andrews Osborne Academy (Willoughby, OH)",C,341,20.1,16.5,1.2,11.1,0.8,2.3,2.4
"Isaiah Hanley - Sr
Gateway Christian (Virginia Beach, VA)","SF, G",938,28.4,16.5,,5.8,,2.7,
"Nathan Brown - Jr
Indianapolis Northwest HomeSchool Warriors (Indianapolis, IN)","F, G",1035,26.5,16.5,2.5,7.3,1.7,3.3,
"Grant Peter - Sr
Cornerstone Christian (San Angelo, TX)",,727,26.9,16.5,1.0,9.7,0.7,3.1,3.3
"Daniel Campbell - So
Leon (Tallahassee, FL)","PF, C",488,21.2,16.5,1.2,9.7,1.4,2.8,5.0
"Nathaniel Butts - Sr
Fountain Central (Veedersburg, IN)",,733,29.3,16.5,3.5,5.9,2.0,3.0,2.5
Name,none,none,none,none,none,none,none,none,none
"Parkur Dalrymple - Sr
Tippecanoe Valley (Akron, IN)",SG,533,23.2,16.5,2.4,2.3,1.4,2.6,3.6
"Travis Baranowski - Sr
Spruce Creek (Port Orange, FL)",G,660,26.4,16.4,5.6,3.7,2.5,3.3,2.9
"Conner Gillis - Jr
Gaston Christian (Gastonia, NC)",SG,555,26.4,16.4,2.1,2.5,0.7,2.1,2.4
"Shawn Jones - So
Allendale-Fairfax (Fairfax, SC)","SG, PG",501,23.9,16.4,2.0,4.3,2.4,5.2,1.9
"Preston Kellogg - Jr
Papillion-LaVista (Papillion, NE)",,519,22.6,16.4,1.0,10.1,0.5,1.5,3.0
"Solomon Peitz - Sr
Wakefield (NE)",SF,687,28.6,16.4,2.8,9.3,0.9,2.8,2.3
"Thorne Sauseda - Sr
Hale (MI)","PG, SG",496,22.5,16.4,2.8,4.4,1.4,6.8,2.2
"Ethan Kendall - So
Lamar (AR)",PG,752,27.9,16.4,2.0,4.6,1.7,2.2,
"Preston Eckler - Jr
Mark Twain (Center, MO)","PG, SG",713,31.0,16.4,3.1,4.1,2.9,4.1,
"Edward Baptiste - Jr
Austin Royals HomeSchool (Austin, TX)","G, W",1331,26.1,16.4,3.3,8.4,1.8,3.0,3.0
"Reggie Bass - Fr
Muncie Central (Muncie, IN)","G, F",604,25.2,16.4,3.1,4.8,1.4,2.9,3.1
"Nigil Singletary - Jr
Hemingway (SC)",PG,438,16.8,16.4,4.8,4.8,4.0,5.8,4.0
"Larnelle Fleuristal - Jr
Lake Mary (FL)",F,397,15.9,16.4,1.9,9.4,3.4,3.5,6.5
"Darrell Johnson - Sr
Greene County (Leakesville, MS)","PG, G",898,32.1,16.3,1.8,6.8,1.5,4.0,1.9
